locality_alias_id,locality_id,alias,source_url
lca_695177e827087930,loc_c91b5688a5197ddd,Sector Castañal,https://www.minsal.cl/wp-content/uploads/2018/12/Listado-Establecimientos-DEIS.pdf
lca_c8982b7b784c00df,loc_b267684b4d8006cd,Sector Las Hormigas,https://www.minsal.cl/wp-content/uploads/2018/12/Listado-Establecimientos-DEIS.pdf
lca_d00fb6e7d67fd7e6,loc_8b69602f28731319,Sector Chamizal,https://www.minsal.cl/wp-content/uploads/2018/12/Listado-Establecimientos-DEIS.pdf
lca_77c708259c5146e1,loc_69806fd48325a024,SAN CAMILO,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_400b457a62ff6578,loc_becb920cc2475064,SECTOR PIEDRA REDONDA KM 5,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_679fad73158dbc1e,loc_becb920cc2475064,AGUA BUENA SAN CARLOS,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_72d27b1bb423eb5b,loc_f451298b6f0de2d8,GLORIA RIVAS,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_3782555e71ffe360,loc_becb920cc2475064,CHACAY PUENTE NUMERO 2,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_df82cbfffa2296a5,loc_becb920cc2475064,"EL SAUCE,",https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_5bb2b3f2bfb0766f,loc_becb920cc2475064,FRANCISCO PEREIRA,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_0a5032bf1f1b4778,loc_becb920cc2475064,LAS ENCINAS CAMINO A LA RIBERA,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_55cc020c1f00cf12,loc_69806fd48325a024,EL GUINDO,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_e4aca16693588122,loc_69806fd48325a024,"TORRECILLA, CAMARICO",https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_dfcf8aa787111a67,loc_bcd2a0dc79502251,RIBERA NORTE P.ÑUBLE,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_e4386c39c9c46870,loc_becb920cc2475064,CALLE CARRERA,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_89275dd9ac0d03c2,loc_69806fd48325a024,CALLE NINQUIHUE,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_594d64f01d73cca9,loc_becb920cc2475064,"Marta 0444, Villa los libertadores",https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_110a0c099237b524,loc_1c1c93904d78b672,"CALLE 13 NINQUIHUE, HOGAR AMOR DE FAMILIA",https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_952637dff8dbb853,loc_becb920cc2475064,ITIHUE,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_d49edd6b9c6884c7,loc_1c1c93904d78b672,PUELMA,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_c1c2453f18db8b1a,loc_bcd2a0dc79502251,"EL MANZANO, SAN NICOLAS",https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_0de5e5a611fe3003,loc_becb920cc2475064,"Villa 27 de Abril, Vicuña Mackena",https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_32dabb4dce6ac7b3,loc_becb920cc2475064,CHACACABUCO,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_c5b805e6f2d545f4,loc_f451298b6f0de2d8,SANTA JOSEFINA ÑIQUEN,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_0d1210cc6e6931b9,loc_becb920cc2475064,"CAMINO JUNQUILLO KM 8, LETRERO BLANCO",https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_36b84f5ceadde480,loc_1c1c93904d78b672,"COLO COLO, SAN NICOLAS",https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_a518d7c2e64193b8,loc_69806fd48325a024,brazil,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_d6bcc4403f8250aa,loc_becb920cc2475064,VICUÑA MACKENNA,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_a82669b103b16a49,loc_becb920cc2475064,PUELMA,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_91a10c090896c5fc,loc_69806fd48325a024,"La Lenga 0904 , villa Navidad",https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_1c4dc55486df9b29,loc_f451298b6f0de2d8,"SAN GREGORIO, ÑIQUEN",https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_d959e428128b0bf9,loc_69806fd48325a024,Luis cruz Martinez,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_484bf170e433af34,loc_1c1c93904d78b672,INDEPENDENCIA,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_6b54ae77eee96688,loc_1c1c93904d78b672,camino junquillo callejon lasparras,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_c33107cf6c1fb096,loc_becb920cc2475064,"POBLACION EL ROBLE, EMILIO POMAR",https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_9d646c289a29b5d2,loc_1c1c93904d78b672,"PASAJE JUAN PABLO MALLEO LAGOS, PORTAL DEL SUR",https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_a7b88ae69290e86e,loc_bcd2a0dc79502251,los copihues portal nuevo amanecer,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_cfd66535e2b2487a,loc_1c1c93904d78b672,"tres esquinas km 18, camino san fabian",https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_57abccff6233494d,loc_f451298b6f0de2d8,POMUYETO,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_5454ac7ae660d775,loc_f451298b6f0de2d8,COLVINDO,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_79d0290023e80350,loc_becb920cc2475064,NINQUIHUE,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_52b11a0c163fe289,loc_becb920cc2475064,"LOS GUINDOS, TOQUIHUA ( ANTES DE LA SUBIDA DE LOS GUINDOS) APROX A 30 KMS DE SAN CARLOS",https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_80d40adc683cdd3c,loc_1c1c93904d78b672,"CAMINO A SAN FABIAN, MUTUPIN",https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_dc46a50c5827bd82,loc_1c1c93904d78b672,SAN PEDRO DE LILAHUE S/N,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_62416d2c00d599c3,loc_f451298b6f0de2d8,LAS MIRAS ÑIQUEN,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_22d69f0740cf5d6a,loc_1c1c93904d78b672,KM.2 CAM. A SAN FABIAN SECTOR LLAHUIMAVIDA,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_d9455d33d5f50b4e,loc_becb920cc2475064,EL SAUCE SN,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_f3815bdf43cfd598,loc_becb920cc2475064,FRANCISCO PEREIRA 308 G.MISTRAL,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_5ae0e6fb4d7149b3,loc_1c1c93904d78b672,VILLA PADRE HURTADO CALLE TODOS LOS SANTOS,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_12734ae4ece1d3d6,loc_1c1c93904d78b672,Fundo La Encinas camino a la rivera antes de llegar al cruce los galpones,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_9eea6585235fe92d,loc_1c1c93904d78b672,Chacabuco,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_216b11c7252a3299,loc_69806fd48325a024,"VILLA LAS AMERICAS, PASAJE PACIFICO",https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_244dba0f48ef15f9,loc_f451298b6f0de2d8,"LAS ROSAS, ÑIQUEN",https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_2cb4eb77ec0e6dfb,loc_becb920cc2475064,MATTA,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_5c1b413e96da547c,loc_1c1c93904d78b672,GAZMURI,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_e03af9155ff133c1,loc_becb920cc2475064,GENERAL VENEGAS 475,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_a29491d36dbf8948,loc_f451298b6f0de2d8,AGUA BUENA,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_78397250005129fb,loc_1c1c93904d78b672,"VILLA LOS POETAS, PASAJE BERNARGO VENEGAS",https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_0e2cf288abde094a,loc_1c1c93904d78b672,"DIAGONAL NAVOTAO NÚMERO 7, CERCA DEL TERMINAL NORTE",https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_3e2f40a9684c5d1b,loc_1c1c93904d78b672,"PLACILLA SUR PARCELA 2 KILOMETRO 4, SAN CARLOS",https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_726f56c27e0d9ab3,loc_1c1c93904d78b672,GAONA,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_f97aaec32fda1f4d,loc_becb920cc2475064,CAROL URSUA,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_6f11c6a13c362939,loc_becb920cc2475064,villa los poetas Madardo Venegas,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_d745e2febb0e02f6,loc_becb920cc2475064,BRASIL,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_d53c6c4adbf896a1,loc_becb920cc2475064,rincon loas rosas cacahpoal,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_a82669b103b16a49,loc_becb920cc2475064,PUELMA,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_2687a1504b999ff7,loc_becb920cc2475064,SARGENTO ALDEA 779,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_4b23591d49d187d3,loc_becb920cc2475064,san pedro de lilahue,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_f86fb5ec7c2f074b,loc_bcd2a0dc79502251,MONTELEON PARCELA 3,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_619090678b853d1e,loc_f451298b6f0de2d8,RIBERA DE ÑUBLE,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_bffa9a92f4b93338,loc_69806fd48325a024,OSSA,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_b0eb04e5a4f5dd3a,loc_1c1c93904d78b672,CARRERA 1128,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_acb51a0fdbbf2b2f,loc_becb920cc2475064,GENERAL VENEGAS ESQ. ÑUBLE HOGAR BUEN PASTOR,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_6d9d6bbdcd6cfab2,loc_1c1c93904d78b672,CAMINO A LAS TOMAS CACHAPOAL,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_71175c07ddc16008,loc_bcd2a0dc79502251,IGNACIO CARRERA,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_41cc9c525805953a,loc_1c1c93904d78b672,SANTA ROSA CALLE JUAN GOMEZ SAN CARLOS (SEGUNDA CASA VERDE),https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_deb579a57d2ace89,loc_becb920cc2475064,MONTE BLANCO,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_99153e4e6851408a,loc_becb920cc2475064,CALLE OSSA,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_48138fd3431d7a8e,loc_1c1c93904d78b672,Vicuña Mackenna,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_6e4982d231645ae3,loc_f451298b6f0de2d8,PAQUE SUR S/N,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_c184c7e7c461fce2,loc_69806fd48325a024,LA RIBERA SN,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_8267beae612d523e,loc_1c1c93904d78b672,VILLA PUESTA DEL SOL PASAJE ELOY PARRA,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_f6a788c123d89794,loc_becb920cc2475064,LUIS CRUZ MARTINEZ,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_91996d993e28d276,loc_f451298b6f0de2d8,"HUENUTIL CENTRO, 4 KM DE LA CARRETERA HACIA ARRIBA PASADO LAS ROSAS",https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_e3612a17a4443c3d,loc_1c1c93904d78b672,"CALLE TODOS LOS SANTOS, LOS LAGOS DE CHILE",https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_d50d06707f34f94d,loc_69806fd48325a024,PUELMA,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_01836e62616724de,loc_69806fd48325a024,Vicuña mackenna,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_f2b5b96cdcfdbbba,loc_69806fd48325a024,"CHICALINDO, FRENTE A LA ESCUELA",https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_952637dff8dbb853,loc_becb920cc2475064,ITIHUE,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_d88313ac51702881,loc_becb920cc2475064,OSSA,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_3cbdb0ed6272cd21,loc_becb920cc2475064,QUILELTO,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_79d0290023e80350,loc_becb920cc2475064,NINQUIHUE,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_08a068e69f50113b,loc_69806fd48325a024,"POBLACION GABRIEL ADMISTRAL, FRANCISCO PEREIRA",https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_e7445f4d71d447b6,loc_1c1c93904d78b672,DIAGNOVAL NAVOTAVO,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_871edb75d6866726,loc_69806fd48325a024,El Boldo,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_e8d96096aa5b929f,loc_1c1c93904d78b672,"HOGAR DE ANCIANOS, DIRECCIÓN CAMINO SAN CAMILO",https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_666e6f80328e08bd,loc_1c1c93904d78b672,NINQUIHUE EL PERAL SITIO 1 KILOMETRO 384 ANTES DE LOS CARABINEROS,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_a005e1ab0a7948b9,loc_1c1c93904d78b672,18 DE SEPTIEMBRE,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_dc5950df37dff79f,loc_1c1c93904d78b672,HOGAR SAN JUAN BAUTISTA CAMINO SAN CAMILO,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_9b7e51a365fea18a,loc_69806fd48325a024,Psje La Estrella Villa Nueva Vida,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_4cd2373c3ca2bea4,loc_69806fd48325a024,EL SILO MONTE BLANCO,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_fd3ca37004256d07,loc_1c1c93904d78b672,"CAMINO VIEJO, GAONA",https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_2e25bb7b9b0be466,loc_f451298b6f0de2d8,"LOS INDIOS, CHACAY",https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_5c1b413e96da547c,loc_1c1c93904d78b672,GAZMURI,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_d12821b0dff80466,loc_69806fd48325a024,"POBLACION LOS LAGOS DE CHILE, PSJE LAGO RANCO",https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_2f694b4eb55d540e,loc_f451298b6f0de2d8,ÑIQUEN LAS MIRAS,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_98f42daa9573b28c,loc_becb920cc2475064,CHACRA LOS CIPRESES,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_4b4d0f4f469cec96,loc_1c1c93904d78b672,CHACAY BAJO,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_fb63ba5152ff7c6a,loc_bcd2a0dc79502251,VILLA ILINOI AMERICA PUENTE ÑUBLE,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_99153e4e6851408a,loc_becb920cc2475064,CALLE OSSA,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_ab068c358af18c0e,loc_1c1c93904d78b672,BULI ESTACION,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_8564dcf82b9b5b02,loc_1c1c93904d78b672,EL CRUCERO,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_d13db92e2dec0cf2,loc_69806fd48325a024,"LA RIVERA POBL. LA ESPERANZA, PASAJE LA PIEDRA",https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_984a8dc82ddb1dcf,loc_becb920cc2475064,"C/NAHUELTORO KLM 1,5",https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_27ffe4294c3c048d,loc_becb920cc2475064,HOGAR PADRE PIO PUELMA 657,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_b92bcf51e27e2486,loc_becb920cc2475064,SANTA ROSA DE NINQUIHUE PARCELA 13,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_93947079129cc336,loc_becb920cc2475064,OHIGGINS,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_6edac449302f7a60,loc_becb920cc2475064,GAONA SN KM 5,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_d88a9b666cdbcb3e,loc_becb920cc2475064,GENERAL VENEGAS,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_552c60b77c9874c7,loc_f451298b6f0de2d8,HUENUTIL CENTRO,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_4080ffbb5a35144d,loc_becb920cc2475064,EL SILO MONTEBLANCO,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_d7f74f958892f2bb,loc_69806fd48325a024,EL DURAZNO,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
lca_ab88934621af4e84,loc_1c1c93904d78b672,CAMINO A FLOR DE QUIHUA,https://www.ine.gob.cl/herramientas/portal-de-mapas/geodatos-abiertos/
